nama,harga,category,gambar,link_product,product_type,color_and_material,size
LÄMPLIG,249000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711757_PE728449_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/548/0354871_PE547849_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/lamplig-art-20309828,talenan, bambu, 53x46 cm
LÄMPLIG,199000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/495/0549526_PE657747_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/962/0896245_PE660742_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/lamplig-art-90525857,talenan,, 45x38 cm
ÄDELSTEN,199000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711090_PE727975_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/105/0210582_PE337900_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/adelsten-art-20201620,cobek dan ulekan, marmer hitam,
GRUNKA,149000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711741_PE728430_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/942/0894277_PE610136_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grunka-art-50174465,Set 4 peralatan dapur, baja tahan karat,
ÄNDLIG,99900,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/271/0727122_PE735519_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/101/0210168_PE363627_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/andlig-art-90257623,pisau, abu-abu muda/putih, set isi 3
JÄMFÖRA,349000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/903/0490344_PE624433_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/958/0895828_PE624437_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/jamfora-art-90346832,blok pisau dengan 3 pisau, hitam,
APTITLIG,199000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/770/1377033_PE960693_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/964/0896405_PE609820_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/aptitlig-art-20233428,talenan, bambu, 45x28 cm
FÖRDUBBLA,49900,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0710422_PE727545_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/955/0895514_PE712868_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/fordubbla-art-80436791,set 2 bilah pisau, abu-abu,
BESTÅENDE,149000,"{' Alat masak ', ' Pencucian ', ' Penyimpanan dan pencucian', 'Showroom '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/289/0628910_PE694099_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/695/0869504_PE704158_S3.webp'}",https://www.ikea.co.id/in/produk/penyimpanan-dan-pencucian/pencucian/bestaende-art-90377687,tempat talenan,,
MÄRKBART,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711774_PE728443_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/948/0894840_PE622602_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/markbart-art-10328554,gunting,, set isi 2
VIMPELFISK,149000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/761/1276115_PE930811_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/343/1334350_PE946698_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vimpelfisk-art-10582700,blok pisau, bambu/abu-abu toska,
KONCIS,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713019_PE729198_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/685/0168531_PE279397_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/koncis-art-60173564,penghancur bawang putih, baja tahan karat,
ASPEKT,99900,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/572/0957275_PE805005_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711089_PE727974_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/aspekt-art-00157717,pengasah pisau, hitam,
FULLÄNDAD,79900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/178/0817887_PE774188_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711751_PE728440_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/fullandad-art-60435943,peralatan dapur, abu-abu, set isi 5
SÅPÖRTMAL,199000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196339_PE903413_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196334_PE903411_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/saportmal-art-80570671,talenan, kayu beech, 35x35 cm
IDEALISK,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/948/0894800_PE610165_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713023_PE729202_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-80174459,pembuka botol anggur, warna perak/matt,
KONCIS,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/947/0894712_PE610175_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713018_PE729197_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/koncis-art-80166124,pembuka kaleng, baja tahan karat,
IDEALISK,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/579/1057986_PE849096_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/456/0945658_PH170853_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-60191935,alat peniris, baja tahan karat,
FÖRSLAG,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/104/0710424_PE727544_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/959/0895977_PE642017_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/forslag-art-30346830,pisau,, set isi 3
GNARP,49900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711742_PE728431_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/944/0894441_PE610148_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/gnarp-art-10335842,perkakas dapur, hitam, set isi 3
GEMAK,199000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/948/0894886_PE607893_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/110/0711084_PE727969_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/gemak-art-70331474,alat peniris, putih pudar,
IKEA 365+ VÄRDEFULL,79900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/280/1128010_PE876370_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713035_PE729214_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ikea-365-vardefull-art-50175139,pengupas kentang, hitam,
UPPFYLLD,69900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/248/1124828_PE875279_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/248/1124830_PE875278_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-50529391,parutan dengan wadah, warna campuran, set isi 4
IKEA 365+,379000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710387_PE727515_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/338/0333862_PE539859_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-90283518,pisau roti, baja tahan karat, 23 cm
LEGITIM,49900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/128/0712856_PE729106_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/964/0896478_PE609822_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/legitim-art-30202266,talenan, putih, 34x24 cm
IDEALISK,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/655/0465589_PE610176_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/0713134_PE729282_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-50191907,parutan, baja tahan karat,
SMÅÄTA,399000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711772_PE728445_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/344/0934444_PH169633_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/smaata-art-60320348,talenan, akasia, 72x28 cm
FINFÖRDELA,39900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/731/1173141_PE893820_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/731/1173139_PE893822_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/finfordela-art-20556913,talenan lentur, hitam/abu-abu tua-krem, 28x36 cm
IKEA 365+,129000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/398/0739881_PE741891_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/398/0739884_PE741892_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ikea-365-art-80422322,mandolin, hitam,
VARDAGEN,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/950/0895008_PE608331_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713039_PE729218_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/vardagen-art-60324365,pengupas,,
GENOMSNITT,199000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/877/0987700_PE817635_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/597/1059751_PE849768_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/genomsnitt-art-10480155,timbangan,, 3 kg
KLOCKREN,199000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/911/0791143_PE764532_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/911/0791144_PE764530_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/klockren-art-40449187,alat peniris,, 5.0 l
IKEA 365+,249000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710373_PE727501_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/338/0333879_PE523341_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-30283516,pisau serbaguna, baja tahan karat, 14 cm
MÅNÖGA,9900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/151/1215197_PE911911_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/151/1215195_PE911913_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/manoga-art-80563430,gunting, baja tahan karat/hitam,
SVARTFISK,79900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/151/1215188_PE911902_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/151/1215184_PE911901_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/svartfisk-art-80562765,gunting dapur, baja tahan karat/hitam,
ORDNING,249000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/051/1105112_PE868023_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/051/1105111_PE868024_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ordning-art-90525414,alat peniris, baja tahan karat,
IDEALISK,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/0713133_PE729277_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/958/0095860_PE170496_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-90191934,alat peniris, baja tahan karat/hitam, 34x23 cm
VÖRDA,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/453/0245300_PE384517_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710390_PE727518_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vorda-art-30417083,pisau filet, hitam, 17 cm
KONCIS,49900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0894395_PE610105_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713025_PE729204_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/koncis-art-30225951,pengocok telur, baja tahan karat,
IDEALISK,79900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/0713138_PE729278_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/950/0895058_PE607891_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-90165968,saringan, baja tahan karat, 20 cm
BRÖGGAN,299000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/358/1235861_PE917379_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/904/1290459_PH196738_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/broggan-art-30570701,talenan, akasia, 40 cm
NORRSJÖN,349000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/310/1231059_PE915726_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/547/0754774_PE748087_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/norrsjon-art-20339712,talenan, kayu oak, 44x42 cm
APTITLIG,299000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/770/1377017_PE960687_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/770/1377019_PE960685_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/aptitlig-art-60233431,talenan daging, bambu, 45x36 cm
IKEA 365+ VÄRDEFULL,129000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/736/0973659_PH170780_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713030_PE729209_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ikea-365-vardefull-art-60163602,penghancur bawang putih, hitam,
KLOCKREN,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/911/0791125_PE764520_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/911/0791124_PE764521_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/klockren-art-10449184,alat peniris,, 2.0 l
IDEALISK,199000,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/131/0713135_PE729279_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/656/0465602_PE610188_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/idealisk-art-80191915,penghancur kentang, baja tahan karat,
IKEA 365+,299000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/957/0895755_PE615460_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/111/0711102_PE727958_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-30286398,blok pisau,, 13x24 cm
IKEA 365+,79900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/0896394_PE690887_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/123/0712343_PE728749_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/ikea-365-art-30406305,talenan,, 22x16 cm
UPPFYLLD,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121846_PE874375_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121845_PE874377_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-40529396,pemotong buah, warna campuran, set isi 4
LEGITIM,49900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214931_PE911783_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/149/1214928_PE911782_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/legitim-art-50556704,talenan, putih, set isi 2
LILLHAVET,299000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/607/1160746_PE889071_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/607/1160747_PE889072_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/lillhavet-art-60503456,talenan, abu-abu muda, 49x35 cm
HOPPLÖS,19900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/0896326_PE615948_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/039/0403910_PE566109_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/hopplos-art-60359661,talenan, hijau, 24x15 cm
IKEA 365+,379000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/338/0333873_PE523336_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710374_PE727502_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-20283526,pisau masak, baja tahan karat, 20 cm
IKEA 365+,279000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/338/0333884_PE523344_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710389_PE727517_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-90287936,pisau sayur, baja tahan karat, 16 cm
SEGELFISK,69900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/201/1120111_PE873736_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/201/1120106_PE873734_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/segelfisk-art-40531549,pembuka botol anggur, baja tahan karat,
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713040_PE729219_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/952/0895226_PE610120_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-00161644,spatula untuk wajan, baja tahan karat/hitam,
TROJKA,19900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/152/1215205_PE911919_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/152/1215208_PE911920_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/trojka-art-20566342,gunting serbaguna, hijau muda,
SKÄRANDE,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/958/0895837_PE609834_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/783/0278389_PE417994_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/skarande-art-30289170,pengasah pisau, hitam,
UPPFYLLD,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121856_PE874383_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/566/1156678_PE887197_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-20521947,alat peniris, hijau terang, 24 cm
STOLTHET,249000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/351/1035111_PE837988_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/351/1035110_PE837987_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/stolthet-art-10512811,talenan, bambu, 35x22 cm
UPPFYLLD,69900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/569/1156903_PE887328_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109914_PE870286_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-30521956,alat pengiris sayuran, oranye terang/hijau terang, set isi 2
VÖRDA,129000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710376_PE727504_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/452/0245203_PE384487_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vorda-art-90289247,pisau serbaguna, hitam, 14 cm
